index;0;year
Kauhajoki;19469;1997
Kauhava;21609;1997
Kauniainen;63600;1997
Kaustinen;23103;1997
Keitele;18099;1997
Kemi;24875;1997
Kemijärvi;25223;1997
Keminmaa;30736;1997
Kimitoön;21975;1997
Kempele;38800;1997
Kerava;39345;1997
Keuruu;21748;1997
Kihniö;18532;1997
Kinnula;15582;1997
Kirkkonummi;44289;1997
Kitee;19939;1997
Kittilä;19444;1997
Kiuruvesi;14744;1997
Kivijärvi;13609;1997
Kokemäki;22134;1997
Kokkola;26883;1997
Kolari;19414;1997
Konnevesi;17557;1997
Kontiolahti;27130;1997
Korsnäs;19444;1997
Koski Tl;18405;1997
Kotka;26561;1997
Kouvola;27450;1997
Kristinestad;22766;1997
Kronoby;24328;1997
Kuhmo;17581;1997
Kuhmoinen;14293;1997
Kumlinge;24612;1997
Kuopio;24490;1997
Kuortane;18846;1997
Kurikka;20656;1997
Kustavi;18983;1997
Kuusamo;22509;1997
Kyyjärvi;17485;1997
Kärkölä;24838;1997
Kärsämäki;16925;1997
Kökar;26581;1997
Lahti;24441;1997
Laihia;25924;1997
Laitila;23751;1997
Lapinjärvi;17552;1997
Lapinlahti;17697;1997
Lappajärvi;18393;1997
Lappeenranta;26432;1997
Lapua;23507;1997
Laukaa;26894;1997
Lemi;22777;1997
Lemland;42288;1997
Lempäälä;32181;1997
Leppävirta;20804;1997
Lestijärvi;14999;1997
Lieksa;18694;1997
Lieto;35048;1997
Liminka;29194;1997
Liperi;20102;1997
Lohja;31390;1997
Loimaa;20252;1997
Loppi;23414;1997
Loviisa;24697;1997
Luhanka;13754;1997
Lumijoki;19287;1997
Lumparland;33958;1997
Larsmo;34492;1997
Luumäki;18748;1997
Malax;22017;1997
Mariehamn;36071;1997
Marttila;19728;1997
Masku;36809;1997
Merijärvi;19271;1997
Merikarvia;18498;1997
Miehikkälä;14540;1997
Mikkeli;23354;1997
Muhos;26163;1997
